% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=1070077, Thu Aug 29 15:19:32 2024
1 10 0.490472733235956 1.0000470599308133 1.0 1.0 1.0000029411807958 1.0000058823702422 1.000008823568339 1.0000117647750868 1.000014705990485 1.000017647214534 1.0000205884472333 1.0000235296885833 1.0000264709385844 1.000029412197236 1.0000323534645386 1.0000352947404918 1.000038236025096 1.0000411773183506 1.0000441186202564 1.0000470599308133
2 20 0.48954989474564986 1.099168957121432 0.9498024682623812 0.9498024682623812 0.9651965537988367 0.9733551608521354 0.9923368986124095 0.9979224813630626 1.0000079895049319 1.0000134759031172 1.000022624792169 1.0000244749078586 1.0000280876608378 1.000034370779494 1.000036092853562 1.0007207658371544 1.0035636868704452 1.0099638018446022 1.0261104701905606 1.099168957121432
3 30 0.5106926365512646 1.1212020366362558 0.933518742455839 0.933518742455839 0.9409383001177973 0.9714637067766841 0.974855485736705 0.9773002756846678 0.9917557498927393 0.9969174990328311 0.9976157058145598 1.0003115774874938 1.0008328335008452 1.0024030909638166 1.0056106753592169 1.0064649391007567 1.01295663253805 1.0217506737376454 1.0580364527446786 1.1212020366362558
4 40 0.5525971512139748 1.1640780952014305 0.916836739037177 0.916836739037177 0.9339224642990271 0.9557700188810198 0.9702722113565989 0.9721363223575621 0.9761519112238131 0.9915230408101583 0.9948757229027108 0.9992301515831906 1.000956589368757 1.0040136637717438 1.004837941698726 1.0136480562803427 1.0185644644192793 1.042789302080305 1.0734423326181188 1.1640780952014305
5 50 0.6277231617285494 1.204639137057567 0.9135771302804345 0.9135771302804345 0.9297365329204413 0.9525297095539111 0.9587237596560423 0.9676802004422027 0.971242263463461 0.9809978732259095 0.991971403637282 0.9930623330330027 1.0016612536513827 1.004174107249955 1.0069237173030647 1.0166932396831283 1.020629774850964 1.0451894900367853 1.0719676893763623 1.204639137057567
6 60 0.7028446701219958 1.2281285209219286 0.9088140458293182 0.9088140458293182 0.9275382920103172 0.9452608785474408 0.9564647640289523 0.9618506727207383 0.9680768555287205 0.9876275529273538 0.9935191783787463 0.9950674399512347 1.0041688313408894 1.0067443013742237 1.010159870713348 1.018213189790428 1.039757188536112 1.0481133764159514 1.0854923913821612 1.2281285209219286
7 70 0.7961059613447404 1.2362891839956545 0.9068892569289321 0.9068892569289321 0.9201392523163525 0.9368111005947898 0.948261311445521 0.95768637441056 0.9690589750178019 0.9797243955808891 0.9837366443842941 0.9961482830287085 1.0001610620310428 1.0062581874130865 1.0116243782617513 1.0249548214006414 1.0394204318185642 1.0451374188965623 1.090730040707194 1.2362891839956545
8 80 0.8774473313159258 1.2522077956810966 0.8941081771689197 0.8941081771689197 0.9240636189360929 0.933896836415053 0.9381611180275824 0.9566535859435363 0.971007358013834 0.9734392488415428 0.9794622059391829 0.99398577230177 0.9991599345528903 1.0060406341893757 1.0125658184900186 1.024669995135905 1.0378352538193771 1.042813720046006 1.1123108264721613 1.2522077956810966
9 90 0.9736566184984957 1.2363975215507725 0.8971726075552845 0.8971726075552845 0.9180810262220231 0.9282075201444582 0.9365203133866695 0.9586334879350206 0.9588425687541668 0.9666255632970877 0.9764169000229912 0.9904472440670804 1.0050509000420684 1.0072478373096063 1.0175479261597251 1.024397661298305 1.0378931642528417 1.0515183192396487 1.111010373025993 1.2363975215507725
10 100 1.0980816596638088 1.2390632508111967 0.8964181476749766 0.8964181476749766 0.9134814833805424 0.9240698338802077 0.9292232829896377 0.9495750221023341 0.9589680913077551 0.9658935702257119 0.9737826422066189 0.9897700703371934 0.9983173058003408 1.0092068724573797 1.01862757359249 1.024180867007739 1.0387865589778091 1.0471164510243982 1.1106876870297544 1.2390632508111967
11 110 1.2168751537331393 1.2424213415823837 0.8874011260685984 0.8874011260685984 0.9021209838885944 0.9230606629406439 0.9329343930210857 0.9440076183060845 0.957586621086636 0.962082610898624 0.9711173516050688 0.9949189679957305 1.0001886763387373 1.0089784965166642 1.0173585341245874 1.0257556548868099 1.0323500366112004 1.0562806246727978 1.1067915550982677 1.2424213415823837
12 120 1.3545818934905418 1.2431181536308988 0.8833701832011114 0.8833701832011114 0.8995218428084216 0.9062547856129701 0.9306797862268243 0.9385136420212647 0.9529073114359315 0.9588430519915123 0.9768969098647483 0.9812081745100772 0.9999355413825831 1.0120828870258212 1.0179331975280896 1.0290507591885873 1.0334653088202037 1.0597406882780742 1.1191187458878404 1.2431181536308988
13 130 1.4950580355596357 1.228254429597164 0.884775291846269 0.884775291846269 0.8915445159383059 0.9037588507509229 0.917095030004261 0.9296113982861598 0.9432325895363992 0.9636700945381463 0.9753721041245991 0.9792343372007114 1.0052476076904084 1.0068178336933336 1.0168222041626178 1.021743956189277 1.0338958319044032 1.07498629124945 1.1182433355843318 1.228254429597164
